distance_ground_m,rsrp_dbm,elevation_geom_deg,antenna_corr_db,rsrp_corrected_dbm
3068.649803777077,-107.7,-2.164843752183069,0.0,-107.7
3080.254086110097,-107.7,-2.1566992446455746,0.0,-107.7
3091.8777837519133,-107.6,-2.14859549022349,0.0,-107.6
3099.413316349609,-107.7,-2.1433765373867573,0.0,-107.7
3107.429424498138,-107.5,-2.1378524940176225,0.0,-107.5
3118.992157027339,-107.2,-2.129937665519246,0.0,-107.2
3130.7984034589344,-107.4,-2.121909726815361,0.0,-107.4
3138.55065283694,-107.3,-2.116673363259866,0.0,-107.3
3150.357000534227,-107.25,-2.1087511224124427,0.0,-107.25
3161.99261904919,-107.3,-2.1009951634944675,0.0,-107.3
3169.990474568886,-107.3,-2.0956991054125607,0.0,-107.3
3177.651422991955,-107.4,-2.090651107232903,0.0,-107.4
3189.3661239425887,-107.35,-2.0829819024193346,0.0,-107.35
3201.405366998267,-107.4,-2.07515240466418,0.0,-107.4
3209.213085971246,-107.4,-2.070108148413872,0.0,-107.4
3217.290535392987,-107.3,-2.064915362632818,0.0,-107.3
3228.935056992474,-107.35,-2.057477981786178,0.0,-107.35
3240.5671912355697,-107.3,-2.05009599304047,0.0,-107.3
3248.3274861262307,-107.3,-2.045202452388135,0.0,-107.3
3260.1311702406974,-107.4,-2.0378067962105395,0.0,-107.4
3271.8993132086503,-107.3,-2.030480526622217,0.0,-107.3
3279.690997468668,-107.4,-2.0256606617610573,0.0,-107.4
3287.5249389820806,-107.4,-2.020837661328686,0.0,-107.4
3299.0591468831026,-107.9,-2.013780935584937,0.0,-107.9
3310.6920474044587,-107.5,-2.006708121744585,0.0,-107.5
3318.542120931939,-107.3,-2.0019650832914464,0.0,-107.3
3330.090620220111,-107.55,-1.9950306580064727,0.0,-107.55
3341.5158405857096,-107.4,-1.988212179885015,0.0,-107.4
3348.9006366241856,-107.6,-1.98383140000318,0.0,-107.6
3360.0937219448706,-107.6,-1.977230555898416,0.0,-107.6
3371.320081292699,-107.5,-1.970649260022276,0.0,-107.5
3378.923168596592,-107.6,-1.9662184860967316,0.0,-107.6
3390.2242540546513,-107.35,-1.959671876183511,0.0,-107.35
3401.547469819343,-107.4,-1.9531509777425884,0.0,-107.4
3409.2116565053952,-107.4,-1.9487635239310133,0.0,-107.4
3420.77096249615,-107.30000000000001,-1.9421859325028477,0.0,-107.30000000000001
3432.331052086278,-107.4,-1.9356471184807131,0.0,-107.4
3440.0656471992293,-107.3,-1.93129833628949,0.0,-107.3
3447.62540764664,-107.3,-1.927066689641728,0.0,-107.3
3458.974190840917,-107.35,-1.9207510469906461,0.0,-107.35
3470.3613234246704,-107.2,-1.9144510248740416,0.0,-107.2
3478.0354301560837,-107.2,-1.9102300198772608,0.0,-107.2
3489.547502834347,-107.2,-1.903935208890542,0.0,-107.2
3501.393392654341,-107.4,-1.8974961310301364,0.0,-107.4
3509.2286304552617,-108.0,-1.8932625791641384,0.0,-108.0
3520.857755322263,-107.75,-1.8870160705223644,0.0,-107.75
3532.3392079112928,-107.2,-1.88088470218145,0.0,-107.2
3540.180098428796,-107.3,-1.8767218481220307,0.0,-107.3
3547.877388257987,-107.2,-1.872653112424724,0.0,-107.2
3559.248468915752,-107.30000000000001,-1.8666767976017489,0.0,-107.30000000000001
3570.8738465459423,-107.2,-1.860601714328718,0.0,-107.2
3578.56377812594,-107.1,-1.8566062914570156,0.0,-107.1
3590.367049698625,-107.35,-1.8505092145205047,0.0,-107.35
3602.2161474758773,-106.9,-1.844424150068088,0.0,-106.9
3610.015114621539,-107.5,-1.840442255404,0.0,-107.5
3617.940141323137,-107.2,-1.836413566308624,0.0,-107.2
3630.1132909075122,-107.30000000000001,-1.8302617826565348,0.0,-107.30000000000001
3642.357503743476,-107.2,-1.824111100090932,0.0,-107.2
3650.476901844794,-107.1,-1.820056640330971,0.0,-107.1
3658.369863587404,-107.1,-1.8161324863743524,0.0,-107.1
3670.41593358903,-107.35,-1.810178191855323,0.0,-107.35
3682.4439720479286,-109.7,-1.8042673291035776,0.0,-109.7
3690.59721888799,-110.6,-1.8002839776380404,0.0,-110.6
3698.920840857706,-111.2,-1.796235484490004,0.0,-111.2
3710.875462010398,-111.15,-1.790454716647763,0.0,-111.15
3722.738820072379,-107.8,-1.7847506764135284,0.0,-107.8
3730.825098041109,-107.0,-1.780884859562888,0.0,-107.0
3738.95691392925,-106.3,-1.7770141188849142,0.0,-106.3
3746.7900542915154,-107.4,-1.773301419702568,0.0,-107.4
